,itemid,num_patients,label,ratio
2432,174,251,Emesis [Appearance],0.02329034054003897
173,8451,251,PT Splint #2 [Status],0.02329034054003897
2879,224643,248,Manual Blood Pressure Diastolic Left,0.02301196993597476
2865,224410,244,PCA bolus,0.022640809130555814
3283,227547,244,SV (Arterial),0.022640809130555814
3383,228233,239,PAR-Remain sedated,0.022176858123782128
3240,227418,239,Midline Dressing Occlusive,0.022176858123782128
3227,227356,238,Sheath Line Dressing Occlusive,0.02208406792242739
2437,179,229,Epidural Location,0.021248956110234758
3215,227243,229,Manual Blood Pressure Systolic Right,0.021248956110234758
2532,371,228,ImpSkin #4 [Width],0.02115616590888002
2434,176,227,Epi Infusion Rate,0.021063375707525284
2438,180,227,Epidural Medication,0.021063375707525284
2367,104,226,CT #3 Drainage,0.02097058550617055
2369,106,225,CT #3 [Fluctuate],0.020877795304815813
3078,226112,225,Midline placed in outside facility,0.020877795304815813
3290,227582,224,BiPap O2 Flow,0.020785005103461075
3310,227717,224,Cerebral Perfusion Pressure Alarm - Low,0.020785005103461075
2368,105,223,CT #3 Dressing,0.020692214902106338
2606,447,222,Minimal Leak Present,0.0205994247007516
3083,226117,220,Sheath placed in outside facility,0.020413844298042126
97,8375,220,CT #3 [Leak],0.020413844298042126
2370,107,220,CT #3 Suction Amount,0.020413844298042126
3309,227716,219,Cerebral Perfusion Pressure Alarm - High,0.02032105409668739
2944,224919,218,Impaired Skin Length #5,0.02022826389533265
1748,697,218,Traction/Immobile #1,0.02022826389533265
2527,366,215,ImpSkin Wound Base#5,0.019949893291268443
2289,3,214,ABI (R),0.019857103089913706
3287,227579,214,BiPap EPAP,0.019857103089913706
2291,5,213,ABI Brachial BP [Right],0.01976431288855897
2516,355,213,ImpSkin #5 [Drain],0.01976431288855897
2290,4,212,ABI Ankle BP [Right],0.01967152268720423
222,8550,212,ICP Alarm [High],0.01967152268720423
2288,2,212,ABI (L),0.01967152268720423
2705,556,211,PressSore Depth #2,0.019578732485849494
2958,224954,208,Impaired Skin Width #5,0.019300361881785282
2906,224705,206,P High (APRV),0.01911478147907581
2470,259,206,INV Line#6 [Type],0.01911478147907581
183,8461,204,Pressure Sore #2 [Amount],0.018929201076366337
2907,224706,202,P Low (APRV),0.018743620673656862
2472,262,201,INV Line#6SiteAppear,0.018650830472302125
3089,226129,200,ICP Line placed in outside facility,0.018558040270947387
3091,226134,200,ICP Line Zero/Calibrate,0.018558040270947387
3214,227242,199,Manual Blood Pressure Diastolic Right,0.01846525006959265
3233,227363,199,ICP Line Dressing Occlusive,0.01846525006959265
119,8397,198,INV Line#6 [Site],0.018372459868237913
2908,224707,197,T High (APRV),0.018279669666883176
2909,224709,197,T Low (APRV),0.018279669666883176
2911,224711,195,Recruitment Duration,0.018094089264173704
2503,342,194,Imp Skin Cleanse #5,0.018001299062818967
1702,647,194,Spare Trach Present,0.018001299062818967
2408,150,190,Dialysis Machine,0.017630138257400018
2953,224928,187,Impaired Skin Odor #7,0.017351767653335806
1744,693,184,Tract/Imm Location#1,0.017073397049271598
3324,227858,183,Rest HR - Aerobic Capacity,0.01698060684791686
3052,225725,183,Dialysis Catheter Tip Cultured,0.01698060684791686
3288,227580,177,BiPap IPAP,0.016423865639788437
3235,227365,175,14 Gauge Dressing Occlusive,0.016238285237078966
3231,227360,175,Indwelling Port (PortaCath) Dressing Occlusive,0.016238285237078966
3326,227861,174,Rest O2 Sat - Aerobic Capacity,0.01614549503572423
2439,181,174,Epidural Total Dose,0.01614549503572423
2576,415,173,Incision/Wound #5,0.01605270483436949
2869,224419,173,Negative Insp. Force,0.01605270483436949
3302,227632,173,Arctic Sun/Alsius Temp #1 C,0.01605270483436949
2562,401,172,Inc #5 [Dressing],0.015959914633014754
2910,224710,171,Recruitment Press,0.015867124431660017
2557,396,168,Inc #5 [Drainage],0.015588753827595806
2783,220507,168,Activated Clotting Time,0.015588753827595806
3092,226135,168,14 Gauge placed in outside facility,0.015588753827595806
135,8413,165,ImpSkin #4 [Length],0.015310383223531595
2935,224896,165,Impaired Skin Depth #3,0.015310383223531595
3325,227860,165,Rest RR - Aerobic Capacity,0.015310383223531595
2726,577,164,Pressure Sore Site#3,0.015217593022176857
2445,188,164,Femoral Pulse [Right],0.015217593022176857
2855,224322,163,IABP Mean,0.015124802820822122
2848,224309,162,Assisted Systole,0.015032012619467384
2849,224310,162,Augmented Diastole,0.015032012619467384
2850,224311,162,BAEDP,0.015032012619467384
2884,224654,162,PAEDP,0.015032012619467384
3224,227353,162,Trauma Line Dressing Occlusive,0.015032012619467384
2544,383,162,Inc Cleansing #4,0.015032012619467384
2883,224652,162,Unassisted Systole,0.015032012619467384
2436,178,161,Epidural Bolus,0.014939222418112647
2718,569,160,PressSoreTreatment#3,0.01484643221675791
2551,390,160,Inc #5 [Closure],0.01484643221675791
2833,223963,160,Temporary Pacemaker Wires Ground,0.01484643221675791
1176,805,160,FK506,0.01484643221675791
3300,227627,158,Arctic Sun/Alsius Set Temp,0.014660851814048437
1181,810,158,Gentamycin/Trough,0.014660851814048437
3085,226119,157,Trauma Line placed in outside facility,0.0145680616126937
3311,227723,157,AVA Dressing Occlusive,0.0145680616126937
3226,227355,157,IABP Dressing Occlusive,0.0145680616126937
2721,572,157,PressSoreWoundBase#3,0.0145680616126937
3007,225342,156,IABP Zero/Calibrate,0.014475271411338963
3077,226110,156,IABP placed in outside facility,0.014475271411338963
3330,227870,155,Recovery HR - Aerobic Capacity,0.014382481209984225
2863,224366,155,Epidural Infusion Rate (mL/hr),0.014382481209984225
2930,224845,154,Permanent Pacemaker Rate,0.014289691008629488
3301,227628,154,Arctic Sun Water Temp,0.014289691008629488
153,8431,154,Inc #5 [Status],0.014289691008629488
3327,227864,153,Activity HR - Aerobic Capacity,0.014196900807274752
3303,227634,152,Arctic Sun/Alsius Temp #2 C,0.014104110605920015
3332,227873,151,Recovery O2 Sat - Aerobic Capacity,0.014011320404565278
3066,225981,150,IABP Alarms Activated,0.01391853020321054
3267,227462,150,FK506,0.01391853020321054
3065,225980,150,IABP Volume,0.01391853020321054
2702,553,150,Pressure Sore #3 [Stage],0.01391853020321054
1239,940,149,trach care,0.013825740001855803
3313,227727,148,AVA Line placed in outside facility,0.013732949800501068
142,8420,145,Inc #5 [Appearance],0.013454579196436856
1602,1639,142,High MV,0.013176208592372646
181,8459,141,Pressure Sore #3 [Heal],0.013083418391017908
3063,225771,141,Sheath Zero/Calibrate,0.013083418391017908
2484,288,139,INV#6 WaveformAppear,0.012897837988308434
2846,224178,136,Small Volume Neb Dose #2,0.012619467384244224
2471,260,136,INV Line#6 Zero/Cal,0.012619467384244224
2641,486,136,Ostomy Care,0.012619467384244224
2328,63,136,BIPAP - BPM,0.012619467384244224
131,8409,136,ImpSkin #5 [Amount],0.012619467384244224
108,8386,135,Femoral Pulse [Left],0.012526677182889486
3329,227867,135,Activity O2 Sat - Aerobic Capacity,0.012526677182889486
2945,224920,133,Impaired Skin Length #6,0.012341096780180014
2959,224955,132,Impaired Skin Width #6,0.012248306578825276
3314,227731,132,AVA Line Zero/Calibrate,0.012248306578825276
708,2139,131,EDVI,0.012155516377470539
3331,227872,130,Recovery RR - Aerobic Capacity,0.012062726176115802
2845,224175,130,MDI #3 Puff,0.012062726176115802
2709,560,129,Pressure Sore #3 [Drainage],0.011969935974761065
3045,225692,128,Total Granulocyte Count (TGC),0.011877145773406329
2917,224747,128,Transpulmonary Pressure (Insp. Hold),0.011877145773406329
2916,224746,128,Transpulmonary Pressure (Exp. Hold),0.011877145773406329
3328,227866,127,Activity RR - Aerobic Capacity,0.011784355572051592
3244,227439,126,Ndwelling Port (PortaCath) placed in outside facility,0.011691565370696854
2715,566,126,PressSoreCleansing#3,0.011691565370696854
3050,225723,125,CCO PAC Line Tip Cultured,0.011598775169342117
2366,103,118,CT #3 Crepitus,0.01094924375985896
3405,217,117,Heparin Dose,0.010856453558504222
2695,546,117,Popliteal Pulse [Right],0.010856453558504222
3056,225730,115,PA Catheter Line Tip Cultured,0.010670873155794748
2936,224897,115,Impaired Skin Depth #4,0.010670873155794748
2816,223771,113,PCWP,0.010485292753085275
1179,808,113,Gentamycin/Peak,0.010485292753085275
148,8426,112,Inc #5 [Amount],0.010392502551730538
2724,575,111,Pressure Sore Odor#3,0.0102997123503758
18,632,111,Sensory Level,0.0102997123503758
2898,224691,111,Flow Rate (L/min),0.0102997123503758
2566,405,110,Inc/Wound Packing #2,0.010206922149021063
2656,503,109,PCV Set Insp. Press,0.010114131947666326
2403,143,109,CvO2,0.010114131947666326
2866,224411,109,Epidural Bolus (mL),0.010114131947666326
2954,224929,108,Impaired Skin Odor #8,0.01002134174631159
1608,1650,107,high mv,0.009928551544956853
2712,563,107,Pressure Sore #3 [Width],0.009928551544956853
2691,542,105,Pin Care,0.009742971142247378
85,8363,104,ABI Brachial BP [Left],0.009650180940892641
2307,41,104,Alarms Activated,0.009650180940892641
2870,224420,103,Vital Cap,0.009557390739537906
177,8455,103,Popliteal Pulse [Left],0.009557390739537906
84,8362,102,ABI Ankle BP [Left],0.009464600538183168
3158,226892,102,Re-admit < 48 hours,0.009464600538183168
187,8465,101,Pressure Sore #3 [Length],0.009371810336828431
3347,228097,100,14 Gauge placed in the field,0.009279020135473694
2635,480,99,Orthostat BP sitting [Systolic],0.009186229934118956
2533,372,99,ImpSkin #5 [Width],0.009186229934118956
1654,1700,98,GI#3 Intub Site,0.00909343973276422
3403,213,96,Heart Sounds,0.008907859330054746
3256,227451,94,Tobramycin (Random),0.008722278927345272
2636,481,93,Orthostat HR sitting,0.008629488725990536
1163,792,92,Cyclosporin,0.008536698524635799
1455,1438,92,Ulnar Pulse [Right],0.008536698524635799
166,8444,90,Orthostat BP sitting [Diastolic],0.008351118121926324
1655,1701,90,GI Tube #3 [Status],0.008351118121926324
2639,484,89,Orthostatic BP lying [Systolic],0.008258327920571587
1388,1340,89,high minute volume,0.008258327920571587
2960,224956,88,Impaired Skin Width #7,0.008165537719216851
1210,844,88,Thrombin (16-21),0.008165537719216851
2864,224367,88,Epidural Total Dose (mL),0.008165537719216851
2946,224921,88,Impaired Skin Length #7,0.008165537719216851
1483,1486,87,High Minute Volume,0.008072747517862114
3334,227916,87,Rest HR -  Aerobic Activity Response,0.008072747517862114
1569,1596,86,HIGH MV,0.007979957316507377
211,8489,85,Ulnar Pulse [Left],0.00788716711515264
2904,224702,85,PCV Level (Avea),0.00788716711515264
3336,227919,84,Rest O2 Sat - Aerobic Activity Response,0.007794376913797903
2594,435,84,Low Exhaled Vt,0.007794376913797903
184,8462,83,Pressure Sore #3 [Amount],0.007701586712443166
2640,485,83,Orthostatic HR lying,0.007701586712443166
2393,133,82,Cont.Nebulizer(Drug),0.007608796511088429
2596,437,80,Low Peep,0.007423216108378955
168,8446,80,Orthostatic BP lying [Diastolic],0.007423216108378955
2671,520,80,Pacer Wires Ground,0.007423216108378955
3386,228368,80,Cardiac Index (CI NICOM),0.007423216108378955
3322,227812,78,Medication Infusion Rate - Adjunctive Pain Management,0.007237635705669481
2341,78,77,Bladder Irrigation,0.007144845504314744
3390,228375,76,Stroke Volume Index (SVI NICOM),0.0070520553029600076
2465,209,76,Graft/Flap Pulse,0.0070520553029600076
2687,537,75,Pericard Drain Site,0.00695926510160527
2540,379,75,Impaired Skin Site#6,0.00695926510160527
2473,265,74,INV Line#7 [Type],0.006866474900250534
2510,349,74,ImpSkin Character #6,0.006866474900250534
2522,361,74,ImpSkin Treatment #6,0.006866474900250534
2330,65,74,BIPAP - Est. Vt,0.006866474900250534
3230,227359,73,Tunneled (Hickman) Dressing Occlusive,0.006773684698895797
3333,227905,73,Patient agrees with the above goals and is willing to participate in the rehabilitation program,0.006773684698895797
2475,268,72,INV Line#7SiteAppear,0.006680894497541059
3335,227918,72,Rest RR - Aerobic Activity Response,0.006680894497541059
136,8414,71,ImpSkin #5 [Length],0.006588104296186323
3391,228376,70,Stroke Volume Variation (SVV NICOM),0.006495314094831586
1753,702,70,Transcut Pad Place,0.006495314094831586
1548,1567,70,apnea,0.006495314094831586
120,8398,70,INV Line#7 [Site],0.006495314094831586
2689,539,70,Pericardial Drainage,0.006495314094831586
2674,523,69,Pain Level (Movemnt),0.006402523893476849
1546,1565,69,High MV Limit,0.006402523893476849
2706,557,67,PressSore Depth #3,0.006216943490767375
3254,227449,67,Gentamicin (Trough),0.006216943490767375
3387,228369,67,Cardiac Output (CO NICOM),0.006216943490767375
215,8494,66,GI Tube #3 [Drain],0.006124153289412638
1197,826,66,Phenobarbital,0.006124153289412638
3257,227452,65,Tobramycin (Trough),0.006031363088057901
1721,667,65,TCPCV Apnea Settings,0.006031363088057901
2528,367,65,ImpSkin Wound Base#6,0.006031363088057901
1526,1537,64,Thrombin,0.0059385728867031645
2770,220194,63,Temporary AV interval,0.005845782685348427
2493,310,62,IV Drip Medication#1,0.00575299248399369
2637,482,62,OrthostatBP standing [Systolic],0.00575299248399369
3389,228374,62,Stroke Volume (SV NICOM),0.00575299248399369
3357,228177,61,CI (PiCCO),0.0056602022826389535
3296,227604,61,Impaired Skin Odor #9,0.0056602022826389535
2344,81,61,Brachial Pulse [Right],0.0056602022826389535
2491,308,61,IV Drip Dose #1,0.0056602022826389535
2905,224704,61,ATC %,0.0056602022826389535
3087,226121,60,Tunneled (Hickman) placed in outside facility,0.005567412081284216
2256,3223,60,Bedbath,0.005567412081284216
2293,24,60,ART Lumen Volume,0.005567412081284216
1761,710,60,VEN Lumen Volume,0.005567412081284216
2512,351,59,ImpSkin #6 [Drain],0.00547462187992948
3274,227469,59,Thrombin,0.00547462187992948
2504,343,59,Imp Skin Cleanse #6,0.00547462187992948
1533,1546,58,high ve,0.0053818316785747425
2996,225191,58,Ostomy Care,0.0053818316785747425
3246,227441,58,LDL measured,0.0053818316785747425
1212,846,58,Tobramycin/Random,0.0053818316785747425
3361,228182,57,SVI (PiCCO),0.005289041477220005
2688,538,57,Pericard Drain Stat,0.005289041477220005
2995,225190,56,Pin Care,0.005196251275865269
2638,483,56,OrthostatHR standing,0.005196251275865269
1656,1702,56,GI#3 tube PlaceCheck,0.005196251275865269
1257,1010,56,High exhaled min vol,0.005196251275865269
2545,384,56,Inc Cleansing #5,0.005196251275865269
94,8372,55,Brachial Pulse [Left],0.0051034610745105315
2937,224898,55,Impaired Skin Depth #5,0.0051034610745105315
2326,61,54,AvDO2,0.005010670873155795
3337,227923,54,Activity HR - Aerobic Activity Response,0.005010670873155795
3109,226504,54,Phenytoin (Free),0.005010670873155795
1616,1658,53,driving pressure,0.004917880671801058
3358,228178,53,CO (PiCCO),0.004917880671801058
2577,416,53,Incision/Wound #6,0.004917880671801058
2977,225108,53,Tobacco use,0.004917880671801058
167,8445,52,OrthostatBP standing [Diastolic],0.0048250904704463205
1776,726,52,Vision - Mode,0.0048250904704463205
2552,391,52,Inc #6 [Closure],0.0048250904704463205
1786,741,52,avDO2,0.0048250904704463205
2563,402,51,Inc #6 [Dressing],0.004732300269091584
1774,724,51,Vision - EPAP,0.004732300269091584
2558,397,51,Inc #6 [Drainage],0.004732300269091584
3339,227926,51,Activity O2 sat - Aerobic Activity Response,0.004732300269091584
143,8421,51,Inc #6 [Appearance],0.004732300269091584
3342,227933,50,Recovery O2 sat - Aerobic Activity Response,0.004639510067736847
2847,224192,49,Pulsus Paradoxus,0.00454671986638211
2961,224957,49,Impaired Skin Width #8,0.00454671986638211
2947,224922,49,Impaired Skin Length #8,0.00454671986638211
1777,727,49,Vision FiO2,0.00454671986638211
3340,227930,49,Recovery HR - Aerobic Activity Response,0.00454671986638211
1412,1382,48,bedbath,0.004453929665027373
3362,228184,48,SVV (PiCCO),0.004453929665027373
1775,725,48,Vision - IPAP,0.004453929665027373
2988,225142,47,Money given to hospital cashier,0.004361139463672636
154,8432,47,Inc #6 [Status],0.004361139463672636
3054,225728,47,Midline Tip Cultured,0.004361139463672636
3338,227925,47,Activity RR - Aerobic Activity Response,0.004361139463672636
2615,458,46,Nares [Right],0.0042683492623178994
3252,227447,46,Gentamicin (Random),0.0042683492623178994
3392,228377,46,SVI Change,0.0042683492623178994
2654,501,45,PCV Exh Vt (Obser),0.004175559060963162
1246,970,45,TRACH CARE,0.004175559060963162
127,8405,45,ImpSkin #6 [Amount],0.004175559060963162
3355,228175,44,Calibrated (PiCCO),0.004082768859608426
1261,1022,44,Trach care,0.004082768859608426
1252,993,43,bladder pressure,0.0039899786582536885
1778,728,43,Vision Mask,0.0039899786582536885
2732,583,43,Pulses Paradoxus,0.0039899786582536885
3341,227932,43,Recovery RR - Aerobic Activity Response,0.0039899786582536885
164,8442,43,Nares [Left],0.0039899786582536885
1191,820,43,Lipase,0.0039899786582536885
3312,227726,42,AVA Line Tip Cultured,0.0038971884568989516
2631,474,42,O2ER,0.0038971884568989516
3388,228370,42,CO / CI Change,0.0038971884568989516
3082,226116,42,Presep Catheter placed in outside facility,0.0038971884568989516
3241,227419,42,Presep Catheter Dressing Occlusive,0.0038971884568989516
3072,226094,42,Orthostatic BPd sitting,0.0038971884568989516
3323,227813,42,Medication Bolus - Adjunctive Pain Management,0.0038971884568989516
2881,224646,42,Orthostatic BPs sitting,0.0038971884568989516
107,8385,41,Emesis [pH],0.0038043982555442143
2485,289,41,INV#7 WaveformAppear,0.0038043982555442143
2386,125,41,Chest Tube Site #4,0.0038043982555442143
3253,227448,40,Gentamicin (Peak),0.0037116080541894775
2938,224899,40,Impaired Skin Depth #6,0.0037116080541894775
2474,266,40,INV Line#7 Zero/Cal,0.0037116080541894775
1762,711,40,VO2,0.0037116080541894775
2810,223765,40,Orthostatic HR sitting,0.0037116080541894775
149,8427,40,Inc #6 [Amount],0.0037116080541894775
3009,225389,39,Presep Catheter Zero/Calibrate,0.0036188178528347406
1779,729,39,Vision Rate,0.0036188178528347406
3060,225735,39,Trauma Line Tip Cultured,0.0036188178528347406
1764,713,38,VO2I,0.0035260276514800038
1765,715,38,Vd/Vt Ratio (40-60%),0.0035260276514800038
2303,36,38,Additional Gas(Mask),0.0035260276514800038
1472,1466,38,ATC,0.0035260276514800038
3294,227602,37,Impaired Skin Length #9,0.003433237450125267
1406,1375,37,bed bath,0.003433237450125267
2354,91,37,CPM,0.003433237450125267
2374,111,36,CT #4 [Fluctuate],0.0033404472487705296
3360,228180,36,GEDI (PiCCO),0.0033404472487705296
2373,110,36,CT #4 Dressing,0.0033404472487705296
98,8376,36,CT #4 [Leak],0.0033404472487705296
3298,227614,36,Impaired Skin Width #9,0.0033404472487705296
2372,109,36,CT #4 Drainage,0.0033404472487705296
2302,35,35,Additional Gas (lpm),0.003247657047415793
1595,1632,35,PMV,0.003247657047415793
3359,228179,35,ELWI (PiCCO),0.003247657047415793
2880,224645,35,Orthostatic BPs lying,0.003247657047415793
1708,653,35,Spont. Resp. Rate,0.003247657047415793
2567,406,35,Inc/Wound Packing #3,0.003247657047415793
2492,309,35,IV Drip Dose #2,0.003247657047415793
2568,407,35,Inc/Wound Packing #4,0.003247657047415793
3363,228185,35,SVRI (PiCCO),0.003247657047415793
3297,227605,35,Impaired Skin Odor #10,0.003247657047415793
2655,502,35,PCV Insp Vt (Obser),0.003247657047415793
2494,311,35,IV Drip Medication#2,0.003247657047415793
2809,223764,34,Orthostatic HR lying,0.003154866846061056
3284,227549,34,ScvO2 (Presep),0.003154866846061056
3071,226092,34,Orthostatic BPd lying,0.003154866846061056
3356,228176,33,CFI (PiCCO),0.003062076644706319
3086,226120,33,Triple Introducer placed in outside facility,0.003062076644706319
1209,842,33,Theophylline,0.003062076644706319
2918,224749,33,Nitric Oxide,0.003062076644706319
2375,112,33,CT #4 Suction Amount,0.003062076644706319
1749,698,33,Traction/Immobile #2,0.003062076644706319
700,2129,33,Driving Pressure,0.003062076644706319
1745,694,32,Tract/Imm Location#2,0.0029692864433515822
3397,228382,32,Total Peripheral Resistance Index (TPRI) (NICOM),0.0029692864433515822
1754,703,31,Transcutan Pacer,0.002876496241996845
569,1872,31,Shave,0.002876496241996845
3067,225989,31,Pericardial Drain Aspiration,0.002876496241996845
3090,226131,31,ICP Line Tip Cultured,0.002876496241996845
3225,227354,31,Triple Introducer Dressing Occlusive,0.002876496241996845
2915,224743,30,Vd/Vt Ratio,0.002783706040642108
3068,225990,30,Pericardial Drain Flush,0.002783706040642108
1253,996,30,BLADDER PRESSURE,0.002783706040642108
1287,1066,30,shave,0.002783706040642108
1201,831,29,Procan,0.0026909158392873713
1202,832,29,Procan Napa,0.0026909158392873713
2939,224900,29,Impaired Skin Depth #7,0.0026909158392873713
3219,227348,29,Low risk (25-50) interventions,0.0026909158392873713
1213,847,29,Tobramycin/Trough,0.0026909158392873713
2919,224750,29,Nitric Oxide Tank Pressure,0.0026909158392873713
1571,1600,28,HIGH MINUTE VOLUME,0.0025981256379326344
3234,227364,28,RIC Dressing Occlusive,0.0025981256379326344
1556,1578,27,HI/Minute/Vol,0.0025053354365778976
2811,223766,27,Orthostatic BPs standing,0.0025053354365778976
174,8452,27,PT Splint #3 [Status],0.0025053354365778976
3265,227460,27,Phenobarbital,0.0025053354365778976
2534,373,27,ImpSkin #6 [Width],0.0025053354365778976
3073,226096,27,Orthostatic BPd standing,0.0025053354365778976
3097,226140,27,RIC placed in outside facility,0.0025053354365778976
2662,510,27,PT Splint #3 [Location],0.0025053354365778976
1686,1743,26,bed alarm,0.0024125452352231603
2476,271,26,INV Line#8 [Type],0.0024125452352231603
3396,228381,25,Total Peripheral Resistance (TPR) (NICOM),0.0023197550338684234
2371,108,25,CT #4 Crepitus,0.0023197550338684234
2478,274,25,INV Line#8SiteAppear,0.0023197550338684234
2882,224647,25,Orthostatic HR standing,0.0023197550338684234
1470,1464,24,ZZZly Wake Up,0.0022269648325136866
2610,453,24,Motor Deficits,0.0022269648325136866
2413,155,24,Doppler BP,0.0022269648325136866
1709,654,24,Spont. Tidal Volume,0.0022269648325136866
663,2059,24,Driving pressure,0.0022269648325136866
1570,1599,24,HIGH MINUTE VENT.,0.0022269648325136866
3315,227775,23,Skeletal Traction #1 - Pounds,0.0021341746311589497
1435,1418,23,multipodus boots,0.0021341746311589497
3255,227450,23,Tobramycin (Peak),0.0021341746311589497
121,8399,23,INV Line#8 [Site],0.0021341746311589497
3232,227362,22,Pheresis Catheter Dressing Occlusive,0.002041384429804213
1584,1616,22,High MV.,0.002041384429804213
3088,226122,21,Pheresis Catheter placed in outside facility,0.0019485942284494758
1547,1566,21,high min vol,0.0019485942284494758
711,2146,21,edvi,0.0019485942284494758
2546,385,21,Inc Cleansing #6,0.0019485942284494758
1247,972,21,passy muir valve,0.0019485942284494758
1259,1015,20,PASSY MUIR VALVE,0.0018558040270947387
137,8415,20,ImpSkin #6 [Length],0.0018558040270947387
2684,534,20,Peak Flow (actual),0.0018558040270947387
3299,227615,19,Impaired Skin Width #10,0.0017630138257400019
3010,225398,19,Triple Introducer Zero/Calibrate,0.0017630138257400019
3064,225810,19,Dwell Time (Peritoneal Dialysis),0.0017630138257400019
3295,227603,19,Impaired Skin Length #10,0.0017630138257400019
1489,1492,19,High MV Alarm,0.0017630138257400019
1617,1659,19,high min vent,0.0017630138257400019
2297,28,19,Abdominal Girth,0.0017630138257400019
1536,1551,18,high MV,0.0016702236243852648
1316,1121,18,HI/Minute/Vol/Alarm,0.0016702236243852648
1682,1738,18,high/min/vent,0.0016702236243852648
2853,224317,18,ABI Ankle BP R,0.0016702236243852648
2852,224315,18,ABI Brachial BP L,0.0016702236243852648
2933,224856,18,Restraints Ordered,0.0016702236243852648
3410,223,18,I:E Ratio-TCPCV,0.0016702236243852648
2840,224166,18,Doppler BP,0.0016702236243852648
1384,1336,17,Protonix,0.001577433423030528
1211,845,17,Tobramycin/Peak,0.001577433423030528
2117,2976,17,SHAVE,0.001577433423030528
3399,228444,17,BIS Index Range,0.001577433423030528
1752,701,17,Transcut Pacer Rate,0.001577433423030528
1310,1115,16,passey muir valve,0.0014846432216757911
1734,681,16,Tidal Volume,0.0014846432216757911
888,2579,16,mammary support,0.0014846432216757911
3289,227581,16,BiPap bpm (S/T -Back up),0.0014846432216757911
3345,227991,16,Intra Cranial Pressure #2 Alarm - Low,0.0014846432216757911
1766,716,16,Venous Pressure,0.0014846432216757911
3062,225768,16,Sheath Line Tip Cultured,0.0014846432216757911
2486,290,15,INV#8 WaveformAppear,0.001391853020321054
1279,1054,15,protonix,0.001391853020321054
1014,5727,15,Hi MV,0.001391853020321054
3292,227596,15,Impaired Skin Depth #9,0.001391853020321054
2267,3249,15,BEDBATH,0.001391853020321054
344,6282,15,Bed Rotation,0.001391853020321054
408,6453,15,Plow,0.001391853020321054
915,2644,15,pericare,0.001391853020321054
1276,1048,15,zzzn Management,0.001391853020321054
1496,1503,14,Bed Bath,0.0012990628189663172
407,6451,14,Phigh,0.0012990628189663172
1759,708,14,VAD Beat Rate [Right],0.0012990628189663172
3053,225726,14,Tunneled (Hickman) Line Tip Cultured,0.0012990628189663172
1705,650,14,Spon Minute VE L/min,0.0012990628189663172
1567,1591,14,waffle boots,0.0012990628189663172
2477,272,13,INV Line#8 Zero/Cal,0.0012062726176115801
2932,224855,13,Patient/Family Informed_V1,0.0012062726176115801
981,5630,13,DRIVING PRESSURE,0.0012062726176115801
580,1892,13,BED BATH,0.0012062726176115801
1484,1487,13,hi min vent,0.0012062726176115801
3344,227990,13,Intra Cranial Pressure #2 Alarm - High,0.0012062726176115801
1284,1060,12,ammonia,0.0011134824162568433
1493,1499,12,high min. vol,0.0011134824162568433
3395,228380,12,Thoracic Fluid Content (TFC) (NICOM),0.0011134824162568433
1690,1761,12,HI/MINUTE/VOL/ALARM,0.0011134824162568433
2318,53,12,Arterial Pressure,0.0011134824162568433
3409,222,12,I:E Ratio-Calculated,0.0011134824162568433
3059,225734,12,Presep Catheter Line Tip Cultured,0.0011134824162568433
2851,224314,12,ABI Brachial BP R (Impella),0.0011134824162568433
672,2072,12,Pinsp,0.0011134824162568433
1183,812,12,HCO3,0.0011134824162568433
613,1965,11,hi min vol,0.0010206922149021064
2604,445,11,Mech. Minute Volume,0.0010206922149021064
2854,224318,11,ABI Ankle BP L (Impella),0.0010206922149021064
496,6851,11,Rotation,0.0010206922149021064
1992,2716,11,EDV,0.0010206922149021064
203,8481,11,VAD Beat Rate [Left],0.0010206922149021064
1640,1685,11,HI MV,0.0010206922149021064
3166,226993,10,ApacheIV_LOS,0.0009279020135473694
1503,1510,10,high Ve,0.0009279020135473694
1611,1653,10,Bed Alarm,0.0009279020135473694
2913,224728,10,Peak Exp Flow Rate,0.0009279020135473694
1760,709,10,VCO2 (180-200),0.0009279020135473694
2940,224901,10,Impaired Skin Depth #8,0.0009279020135473694
1400,1367,10,CCO,0.0009279020135473694
1688,1746,10,hi MV,0.0009279020135473694
3343,227989,10,Intra Cranial Pressure #2,0.0009279020135473694
1625,1668,10,thigh,0.0009279020135473694
3165,226991,10,APACHEIII,0.0009279020135473694
2589,429,10,LVAD Flow LPM,0.0009279020135473694
2749,600,9,RVAD Flow LPM,0.0008351118121926324
1624,1667,9,plow,0.0008351118121926324
1639,1684,9,APNEA,0.0008351118121926324
409,6454,9,Thigh,0.0008351118121926324
1619,1662,9,High min vol,0.0008351118121926324
1626,1669,9,tlow,0.0008351118121926324
1596,1633,9,HIGH/MIN/VENT,0.0008351118121926324
243,4437,9,Bathed,0.0008351118121926324
2776,220245,9,CO2 production,0.0008351118121926324
1499,1506,9,high min. vol.,0.0008351118121926324
1315,1120,9,trach,0.0008351118121926324
1428,1404,9,Bladder pressure,0.0008351118121926324
644,2029,9,Xigris,0.0008351118121926324
640,2022,9,NIF,0.0008351118121926324
1013,5726,9,Hi Ve,0.0008351118121926324
368,6333,9,bed rotation,0.0008351118121926324
1256,1003,9,cuff pressure,0.0008351118121926324
